1,6,3.2382366427553584
1,10,3.612347142000397
1,12,4.19787458668165
1,14,3.94298091496904
1,17,2.745285296772283
1,20,3.646325517424006
1,23,4.0550257541357615
1,24,3.5562499167911623
1,27,3.4809181653950794
1,31,3.4397808693106193
1,33,3.649418900874006
1,36,3.024563056395427
1,39,3.2239129839435567
1,44,3.1470047514423363
1,47,3.8314602057206293
1,49,3.0611924571820857
1,51,3.5127398407864545
1,53,2.8752604271544597
1,54,3.131612345403744
1,56,4.085600946546214
1,60,4.182551360692305
1,61,4.032253425625458
1,62,3.177227976940442
1,64,4.300617965514785
1,65,3.3845021522741616
1,67,2.8339761446449128
1,69,4.006846115097309
1,70,3.9053677901347474
1,72,2.451029075121383
1,73,3.562262142984484
1,74,3.4336980513453192
1,76,3.3009798988633015
1,78,2.9527384585170946
1,80,2.577714536856862
1,81,4.02963602244337
1,82,4.072017347094625
1,84,2.7751001154748813
1,85,2.7365843920595037
1,86,3.496216979496129
1,90,3.1105831302566407
1,91,3.6531589318419755
1,92,4.196806224046314
1,96,4.230754182485496
1,97,4.004744587266207
1,98,4.317331595761931
1,100,4.343572694585356
1,102,3.372388371431336
1,103,3.002185206560388
1,104,3.1883770836220293
1,107,3.579422525502159
1,108,3.2029008890450394
1,112,2.8655093747024853
1,113,4.0022667774596234
1,114,4.014959493489339
1,117,3.910525236943499
1,118,2.864389083801699
1,120,2.6902533392412824
1,121,3.3605150625995166
1,125,3.4606818728581388
1,128,3.876255341899892
1,129,3.9247472431699895
1,130,3.2115668931426886
1,132,4.0854444452847885
1,134,4.037062988669605
1,140,3.1719350230516508
1,143,3.270262796921849
1,145,2.7139303138414137
1,148,3.052144583493949
1,150,4.097020375936995
1,151,3.9925137693980313
1,154,4.111866615390321
1,155,2.666610887725523
1,157,3.7720671413330096
1,159,2.83172360272906
1,160,3.858728122329912
1,161,2.9153030663538613
1,163,3.440957533146976
1,164,3.2401478741865315
1,170,4.376999181933761
1,171,4.21012432399547
1,174,4.4582801219955
1,175,4.286424099543021
1,177,4.1552267598885475
1,180,4.1150077522152655
1,183,4.117275811154475
1,184,3.632280412107187
1,185,4.323418714453102
1,186,3.9690990583567882
1,188,4.0556589314617835
1,189,4.371621947287323
1,190,4.499415364608816
1,193,4.171124493649321
1,196,3.9939772333104786
1,200,3.6947509278097965
1,201,3.7743884690964156
1,202,4.099828009970945
1,206,4.111352289504329
1,208,4.330660936045892
1,209,3.8679009500239334
1,210,4.3995459357157936
1,212,3.731859437767386
1,213,3.986953265447303
1,214,3.287793118065208
1,215,3.70949158251889
1,218,2.8735276544535737
1,219,3.3275595927621127
1,221,3.5859848584057934
1,222,3.3362741622615015
1,224,3.947302044766064
1,225,2.5946118966415703
1,226,2.9286696097171525
1,227,2.5511939508758537
1,228,4.1030200738015905
1,229,2.9245857903931074
1,230,3.4029242484668347
1,232,3.0027907535523997
1,233,2.9036035118047483
1,235,2.5648501355705826
1,236,3.5383101412704487
1,241,3.4683294168171717
1,242,3.4831845698605997
1,243,2.535514741101694
1,248,4.189833816295757
1,250,4.0084360795929745
1,252,2.6626950139284467
1,253,3.079585882740807
1,254,2.871697199735966
