user_id,item_id,rating
1,6,3.2627324040106305
1,10,3.670641437272187
1,12,4.464488889371088
1,14,4.258174564555458
1,17,3.3423808311450185
1,20,3.581012983723823
1,23,4.233827769590217
1,24,3.693377601454297
1,27,3.4277811194995973
1,31,3.7193049491314882
1,33,3.768632370825101
1,36,2.6846931748511538
1,39,3.6034739545382557
1,44,3.2908402903271297
1,47,3.77535232391792
1,49,3.3339177397563056
1,51,3.6943074268223133
1,53,3.3029982756217797
1,54,3.1090996988118706
1,56,4.203393890673798
1,60,4.281986083044679
1,61,4.1578857441094605
1,62,3.458112134337666
1,64,4.250210973153993
1,65,3.400618573096186
1,67,3.0532440275026724
1,69,3.8788391532824242
1,70,3.721522383435732
1,72,2.7435011119557595
1,73,3.2724400166931424
1,74,3.268576495644977
1,76,3.509310306367711
1,78,2.4450152202993904
1,80,2.7420101318947263
1,81,4.05950190510492
1,82,3.751811963561886
1,84,2.884660648834788
1,85,2.9805410549793105
1,86,3.5520162166941187
1,90,3.3200379160189035
1,91,3.8709532532640187
1,92,4.026812641443393
1,96,3.9118929017114183
1,97,3.8192975448136437
1,98,3.9728421226744675
1,100,4.254599766461986
1,102,3.122826862034146
1,103,2.6960681474497608
1,104,2.8440977298699095
1,107,3.776409977558991
1,108,3.4844603109761394
1,112,2.536670817826652
1,113,3.8168062488631085
1,114,4.2118306135316494
1,117,3.88813743013589
1,118,3.0040547732102816
1,120,2.394412103093332
1,121,3.4338611079302903
1,125,3.6587750512992105
1,128,3.9396675925719147
1,129,3.956308454254021
1,130,3.0421355085625446
1,132,4.030421761461142
1,134,3.9929373854816084
1,140,3.1125619626198207
1,143,3.452879677007255
1,145,2.643170651421314
1,148,3.1815826855930474
1,150,3.964153157866536
1,151,3.764024027221468
1,154,4.071020339609561
1,155,2.4228586110283854
1,157,3.9326532702510812
1,159,3.0147271047474486
1,160,3.6948063064133563
1,161,3.274945680316349
1,163,3.2405806089134472
1,164,3.6637562799998484
1,170,4.407533960600359
1,171,4.172858557795627
1,174,4.577888872709214
1,175,3.991316042464858
1,177,4.232136378774602
1,180,3.9105062125006618
1,183,3.8392771366926333
1,184,3.625798096482038
1,185,3.999504552220431
1,186,3.779337071608103
1,188,4.058273920017072
1,189,4.430397827286729
1,190,4.313674752305746
1,193,4.018324623558867
1,196,3.843327369887457
1,200,3.7251815910012405
1,201,3.9555981530593893
1,202,3.958259339442618
1,206,4.069980938037515
1,208,4.202448226632715
1,209,4.162963656371938
1,210,4.1331750093253365
1,212,3.549443963521232
1,213,3.9396444119034957
1,214,3.395126913164746
1,215,3.870686858720791
1,218,3.062624925234843
1,219,3.6263846336851784
1,221,3.5768925477942988
1,222,3.3926398382645306
1,224,3.7004164762949068
1,225,2.862780593721386
1,226,3.35696330775599
1,227,3.2497842795157013
1,228,4.162078514358058
1,229,3.270505849994482
1,230,3.590681659868142
1,232,3.1987547931026086
1,233,3.2370330882305662
1,235,2.930457286282267
1,236,3.803677655198161
1,241,3.607804390349291
1,242,3.7548868804402518
1,243,2.4264850326673204
1,248,4.070150031302331
1,250,3.7277694685076517
1,252,2.7790949134423313
1,253,3.292286864174736
1,254,2.726460816156713
1,255,3.1544147447395563
1,258,3.8243048124698324
1,259,3.396448365928589
1,260,2.982148915423953
1,262,3.900889529579697
1,264,2.952977015532327
1,265,3.5981001779770283
1,266,2.791561657437688
1,267,3.5437379751385394
1,272,4.288381458095332
2,13,3.509212279277953
2,19,4.027846980812903
2,50,4.340836230508904
2,251,4.337489770136605
2,257,3.778293226041489
2,279,3.4047081419146323
2,280,3.497644161497285
2,281,3.1880398630050273
2,290,3.1084871617544207
2,292,3.432377868988782
2,297,3.996168555735613
2,298,3.7188274977374194
2,299,3.589431289462692
2,301,2.9417590075703375
2,303,3.9585409935951406
2,307,3.678807517103247
2,308,3.894153902710727
2,312,3.9525885055343557
2,313,4.072412758481316
